order_id;value;status;freight_type;freight_value;payment_type;paid_at;refunded_at;device;company_id;customer_id;product_id;prod_cat
7810;169,9;pendente;SEDEX;0;Boleto;;;DESKTOP;258;16379;1483;infoproduto
2403;189,9;pendente;SEDEX;0;Boleto;;;DESKTOP;58;12390;1484;eletronico
10940;190,01;aprovado;SEDEX;0;CreditCard;01/03/2021 16:16;;DESKTOP;58;18616;1484;eletronico
7187;277,89;aprovado;JADLOG;0;CreditCard;01/03/2021 12:23;;DESKTOP;166;15908;1485;infoproduto
8399;297;pendente;JADLOG;0;Boleto;;;DESKTOP;242;16810;1486;livro
3410;479,88;aprovado;JADLOG;0;CreditCard;01/03/2021 09:26;;DESKTOP;122;13189;1487;cosmetico
2953;199,9;nao_autorizado;SEDEX;0;;;;DESKTOP;122;11319;1488;eletronico
3296;199,9;aprovado;SEDEX;0;Boleto;02/03/2021 08:41;;DESKTOP;122;10980;1488;eletronico
5494;0;nao_autorizado;JADLOG;0;;;;DESKTOP;122;10859;1488;eletronico
8317;97,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 13:31;;DESKTOP;308;16755;1725;eletronico
10058;199,9;aprovado;JADLOG;0;Boleto;09/03/2021 09:07;;DESKTOP;122;10531;1488;eletronico
13906;199,9;pendente;SEDEX;0;Boleto;;;DESKTOP;122;20946;1488;eletronico
10107;92,6;aprovado;CHINAPOST;0;CreditCard;01/03/2021 15:21;;DESKTOP;308;18047;1725;eletronico
2689;109,9;pendente;PAC;0;Boleto;;;DESKTOP;88;12628;1489;infoproduto
1334;157;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;178;11495;1490;cosmetico
1337;157;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;178;11495;1490;cosmetico
11017;97,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 16:21;;DESKTOP;308;18644;1725;eletronico
7023;157;aprovado;JADLOG;0;CreditCard;01/03/2021 12:14;;DESKTOP;178;15788;1490;cosmetico
11957;157;aprovado;PAC;0;CreditCard;01/03/2021 17:21;;DESKTOP;178;19316;1490;cosmetico
7886;342,56;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;216;16436;1491;vestuario
7112;299,99;nao_autorizado;SEDEX;0;;;;DESKTOP;242;11015;1492;infoproduto
7099;169,9;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;258;15847;1493;suplemento
7233;169,9;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;258;15847;1493;suplemento
7236;169,9;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;258;15847;1493;suplemento
7270;169,9;aprovado;SEDEX;0;CreditCard;01/03/2021 12:28;;DESKTOP;258;15847;1493;suplemento
8494;485,2;aprovado;JADLOG;0;CreditCard;01/03/2021 13:41;;DESKTOP;204;16881;1494;cosmetico
4782;428,62;aprovado;SEDEX;0;CreditCard;01/03/2021 10:08;;DESKTOP;182;14186;1495;suplemento
6327;280,82;aprovado;PAC;0;Boleto;02/03/2021 08:44;;DESKTOP;182;15286;1495;suplemento
15449;295,6;aprovado;JADLOG;0;CreditCard;01/03/2021 20:51;;DESKTOP;182;22214;1495;suplemento
12259;93,89;aprovado;CHINAPOST;0;CreditCard;01/03/2021 17:42;;DESKTOP;308;19525;1725;eletronico
12458;481,4;aprovado;SEDEX;0;CreditCard;01/03/2021 17:55;;DESKTOP;204;19674;1498;eletronico
16537;257;pendente;CHINAPOST;0;Boleto;;;DESKTOP;214;23063;1499;cosmetico
12449;97,9;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:48;;DESKTOP;308;19667;1725;eletronico
1375;129,99;aprovado;SEDEX;0;CreditCard;01/03/2021 00:55;;DESKTOP;87;11528;1501;eletronico
1534;90,12;aprovado;SEDEX;0;CreditCard;01/03/2021 01:35;;DESKTOP;89;11649;1502;infoproduto
15159;92,6;aprovado;CHINAPOST;0;CreditCard;01/03/2021 20:35;;DESKTOP;308;21991;1725;eletronico
1361;97,9;pendente;SEDEX;0;Boleto;;;DESKTOP;228;11518;1504;eletronico
1368;97,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;228;11518;1504;eletronico
2386;97,9;pendente;PAC;0;Boleto;;;DESKTOP;228;12374;1504;eletronico
3080;97,9;pendente;JADLOG;0;Boleto;;;DESKTOP;228;12925;1504;eletronico
4124;92,32;estornado;CHINAPOST;0;CreditCard;01/03/2021 09:31;26/03/2021 17:51;DESKTOP;228;13741;1504;eletronico
4928;97,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;228;14282;1504;eletronico
6890;97,9;pendente;PAC;0;Boleto;;;DESKTOP;228;15694;1504;eletronico
15715;92,6;aprovado;CHINAPOST;0;CreditCard;01/03/2021 21:08;;DESKTOP;308;22425;1725;eletronico
15948;97,9;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:49;;DESKTOP;308;22614;1725;eletronico
9330;97,9;pendente;SEDEX;0;Boleto;;;DESKTOP;228;17504;1504;eletronico
10574;97,9;aprovado;PAC;0;Boleto;04/03/2021 08:06;;DESKTOP;228;18356;1504;eletronico
11438;97,9;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;228;18958;1504;eletronico
16203;97,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 21:42;;DESKTOP;308;22815;1725;eletronico
11490;97,9;pendente;PAC;0;Boleto;;;DESKTOP;228;18993;1504;eletronico
12302;97,9;pendente;JADLOG;0;Boleto;;;DESKTOP;228;19564;1504;eletronico
12369;97,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;228;19564;1504;eletronico
12441;97,9;estornado;SEDEX;0;Boleto;02/03/2021 08:48;20/05/2021 19:04;DESKTOP;228;19663;1504;eletronico
12880;97,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;228;19966;1504;eletronico
14562;92,32;aprovado;JADLOG;0;CreditCard;01/03/2021 20:03;;DESKTOP;228;21574;1504;eletronico
14816;97,9;pendente;PAC;0;Boleto;;;DESKTOP;228;21761;1504;eletronico
15380;97,9;pendente;SEDEX;0;Boleto;;;DESKTOP;228;22158;1504;eletronico
15415;97,9;pendente;SEDEX;0;Boleto;;;DESKTOP;228;22158;1504;eletronico
15670;97,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;228;22388;1504;eletronico
15940;97,9;pendente;JADLOG;0;Boleto;;;DESKTOP;228;22607;1504;eletronico
16641;97,9;pendente;JADLOG;0;Boleto;;;DESKTOP;228;23128;1504;eletronico
16745;97,9;pendente;SEDEX;0;Boleto;;;DESKTOP;228;23209;1504;eletronico
16218;97,9;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:49;;DESKTOP;308;22829;1725;eletronico
17391;97,9;pendente;JADLOG;0;Boleto;;;DESKTOP;228;23706;1504;eletronico
7244;295,61;aprovado;JADLOG;0;CreditCard;01/03/2021 12:27;;DESKTOP;182;15951;1505;livro
16308;93,89;aprovado;CHINAPOST;0;CreditCard;01/03/2021 21:49;;DESKTOP;308;22892;1725;eletronico
14757;63,7;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:48;;DESKTOP;311;21716;1735;eletronico
10716;129;aprovado;CHINAPOST;0;CreditCard;01/03/2021 16:03;;DESKTOP;155;18440;1736;eletronico
8821;185,8;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:46;;DESKTOP;308;17109;1744;movel
1731;129,9;pendente;PAC;0;Boleto;;;DESKTOP;30;11809;1507;livro
1982;129,9;pendente;JADLOG;0;Boleto;;;DESKTOP;30;12025;1507;livro
2059;129,9;aprovado;SEDEX;0;Boleto;04/03/2021 08:05;;DESKTOP;30;12087;1507;livro
2136;130,23;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;30;12161;1507;livro
2145;130,23;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;30;12161;1507;livro
2148;130,23;estornado;JADLOG;0;CreditCard;01/03/2021 06:40;16/03/2021 16:12;DESKTOP;30;12161;1507;livro
2334;129,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;30;12325;1507;livro
5429;129,9;pendente;SEDEX;0;Boleto;;;DESKTOP;30;14645;1507;livro
5573;129,9;aprovado;PAC;0;Boleto;02/03/2021 08:43;;DESKTOP;30;14749;1507;livro
6379;129,9;pendente;SEDEX;0;Boleto;;;DESKTOP;30;15318;1507;livro
6554;129,9;aprovado;SEDEX;0;Boleto;05/03/2021 08:01;;DESKTOP;30;10491;1507;livro
13682;185,8;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:49;;DESKTOP;308;20912;1744;movel
16304;137,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 21:48;;DESKTOP;308;22868;1745;eletronico
7219;129,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;30;15930;1507;livro
9108;129,9;pendente;JADLOG;0;Boleto;;;DESKTOP;30;17343;1507;livro
9248;129,9;aprovado;PAC;0;Boleto;03/03/2021 07:46;;DESKTOP;30;17444;1507;livro
10862;129,9;aprovado;JADLOG;0;Boleto;03/03/2021 07:47;;DESKTOP;30;10201;1507;livro
11067;130,1;aprovado;SEDEX;0;CreditCard;01/03/2021 16:24;;DESKTOP;30;18700;1507;livro
17398;159,99;aprovado;CHINAPOST;0;CreditCard;01/03/2021 23:12;;DESKTOP;87;23711;1746;movel
13738;129,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;30;20952;1507;livro
1107;239,76;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:39;;DESKTOP;312;11308;1754;vestuario
16047;130,71;aprovado;JADLOG;0;CreditCard;01/03/2021 21:30;;DESKTOP;30;22694;1507;livro
16614;129,9;aprovado;SEDEX;0;Boleto;06/03/2021 08:42;;DESKTOP;30;23115;1507;livro
17187;129,9;pendente;SEDEX;0;Boleto;;;DESKTOP;30;23556;1507;livro
17240;129,9;pendente;SEDEX;0;Boleto;;;DESKTOP;30;23587;1507;livro
17258;129,9;pendente;PAC;0;Boleto;;;DESKTOP;30;23598;1507;livro
7318;318;aprovado;CHINAPOST;0;CreditCard;01/03/2021 12:31;;DESKTOP;257;15999;1758;eletronico
1558;129;pendente;SEDEX;0;Boleto;;;DESKTOP;266;11666;1510;vestuario
2284;129;aprovado;PAC;0;CreditCard;01/03/2021 07:01;;DESKTOP;266;12281;1510;vestuario
1057;139,98;aprovado;CHINAPOST;0;CreditCard;01/03/2021 00:05;;DESKTOP;87;11258;1764;eletronico
6334;129;aprovado;SEDEX;0;Boleto;02/03/2021 08:44;;DESKTOP;266;15290;1510;vestuario
6669;129;pendente;SEDEX;0;Boleto;;;DESKTOP;266;15537;1510;vestuario
7080;129;pendente;SEDEX;0;Boleto;;;DESKTOP;266;15829;1510;vestuario
7132;129;pendente;PAC;0;Boleto;;;DESKTOP;266;15871;1510;vestuario
9122;129;pendente;CHINAPOST;0;Boleto;;;DESKTOP;266;17355;1510;vestuario
10544;129;pendente;SEDEX;0;Boleto;;;DESKTOP;266;10276;1510;vestuario
12421;129;pendente;SEDEX;0;Boleto;;;DESKTOP;266;19646;1510;vestuario
12572;129;aprovado;PAC;0;Boleto;04/03/2021 08:06;;DESKTOP;266;19754;1510;vestuario
12723;129;pendente;PAC;0;Boleto;;;DESKTOP;266;19856;1510;vestuario
15335;129;pendente;CHINAPOST;0;Boleto;;;DESKTOP;266;20060;1510;vestuario
8133;97;aprovado;JADLOG;0;Boleto;02/03/2021 08:45;;MOBILE;23;16599;1511;infoproduto
9135;137,9;aprovado;SEDEX;0;CreditCard;01/03/2021 14:19;;DESKTOP;30;17360;1512;infoproduto
9304;137,9;pendente;SEDEX;0;Boleto;;;DESKTOP;30;17482;1512;infoproduto
11726;137,9;pendente;CHINAPOST;0;Boleto;;;DESKTOP;30;19157;1512;infoproduto
1013;187,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 00:01;;DESKTOP;304;11248;1772;infoproduto
8359;195,8;aprovado;PAC;0;CreditCard;01/03/2021 13:33;;DESKTOP;226;16785;1514;cosmetico
16575;199,99;aprovado;JADLOG;0;CreditCard;01/03/2021 22:08;;DESKTOP;249;23090;1515;eletronico
1143;45,97;aprovado;SEDEX;0;Boleto;02/03/2021 08:39;;DESKTOP;146;10189;1516;cosmetico
1055;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;11276;1518;vestuario
1183;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;11369;1518;vestuario
1348;147,76;aprovado;PAC;0;CreditCard;01/03/2021 00:48;;DESKTOP;72;11507;1518;vestuario
1604;147,76;aprovado;SEDEX;0;Boleto;06/03/2021 08:42;;DESKTOP;72;11706;1518;vestuario
1639;251,2;aprovado;PAC;0;Boleto;02/03/2021 08:39;;DESKTOP;72;11735;1518;vestuario
1639;251,2;aprovado;PAC;0;Boleto;02/03/2021 08:39;;DESKTOP;72;11735;1518;vestuario
1673;147,76;pendente;PAC;0;Boleto;;;DESKTOP;72;11706;1518;vestuario
1807;147,76;aprovado;SEDEX;0;Boleto;02/03/2021 08:39;;DESKTOP;72;11867;1518;vestuario
1816;147,76;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;11873;1518;vestuario
11237;187,9;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:47;;DESKTOP;304;18822;1772;infoproduto
1905;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;11954;1518;vestuario
1929;251,19;aprovado;PAC;0;CreditCard;01/03/2021 05:48;;DESKTOP;72;11976;1518;vestuario
1929;251,19;aprovado;JADLOG;0;CreditCard;01/03/2021 05:48;;DESKTOP;72;11976;1518;vestuario
1999;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 06:10;;DESKTOP;72;12040;1518;vestuario
2085;147,76;aprovado;SEDEX;0;Boleto;02/03/2021 08:39;;DESKTOP;72;12109;1518;vestuario
2108;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;12131;1518;vestuario
2137;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;12162;1518;vestuario
2410;147,77;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;12396;1518;vestuario
2416;147,76;aprovado;PAC;0;CreditCard;01/03/2021 07:21;;DESKTOP;72;12399;1518;vestuario
15262;172,15;aprovado;CHINAPOST;0;CreditCard;01/03/2021 20:41;;DESKTOP;304;22070;1772;infoproduto
17480;160,36;aprovado;CHINAPOST;0;CreditCard;01/03/2021 23:20;;DESKTOP;304;23774;1772;infoproduto
2496;251,19;aprovado;JADLOG;0;CreditCard;01/03/2021 07:30;;DESKTOP;72;12468;1518;vestuario
2496;251,19;aprovado;PAC;0;CreditCard;01/03/2021 07:30;;DESKTOP;72;12468;1518;vestuario
2553;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;12519;1518;vestuario
2563;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;10835;1518;vestuario
2574;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 07:38;;DESKTOP;72;12542;1518;vestuario
2661;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 07:49;;DESKTOP;72;12607;1518;vestuario
17726;177,2;aprovado;CHINAPOST;0;CreditCard;01/03/2021 23:47;;DESKTOP;304;23948;1772;infoproduto
2720;251,19;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;12648;1518;vestuario
2720;251,19;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;12648;1518;vestuario
2729;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 07:56;;DESKTOP;72;12648;1518;vestuario
2734;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;12661;1518;vestuario
2781;147,77;aprovado;PAC;0;CreditCard;01/03/2021 08:02;;DESKTOP;72;12700;1518;vestuario
2796;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 08:03;;DESKTOP;72;12711;1518;vestuario
2798;147,76;aprovado;PAC;0;Boleto;02/03/2021 08:40;;DESKTOP;72;12714;1518;vestuario
2840;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 08:07;;DESKTOP;72;12748;1518;vestuario
7400;117,52;aprovado;CHINAPOST;0;CreditCard;01/03/2021 12:36;;DESKTOP;296;16063;1779;suplemento
2898;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 08:12;;DESKTOP;72;12796;1518;vestuario
2972;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;12846;1518;vestuario
2980;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 08:18;;DESKTOP;72;12853;1518;vestuario
3051;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;12904;1518;vestuario
3060;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;12904;1518;vestuario
3061;251,19;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;12911;1518;vestuario
3061;251,19;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;12911;1518;vestuario
3101;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 08:26;;DESKTOP;72;12904;1518;vestuario
3152;147,77;aprovado;PAC;0;CreditCard;01/03/2021 08:29;;DESKTOP;72;12982;1518;vestuario
3157;147,76;aprovado;PAC;0;Boleto;05/03/2021 08:01;;DESKTOP;72;10513;1518;vestuario
3167;147,76;pendente;PAC;0;Boleto;;;DESKTOP;72;12997;1518;vestuario
3200;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;13023;1518;vestuario
3223;251,2;aprovado;JADLOG;0;CreditCard;01/03/2021 08:35;;DESKTOP;72;12911;1518;vestuario
3223;251,2;aprovado;PAC;0;CreditCard;01/03/2021 08:35;;DESKTOP;72;12911;1518;vestuario
3245;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 08:37;;DESKTOP;72;13053;1518;vestuario
9854;145,6;aprovado;CHINAPOST;0;CreditCard;01/03/2021 15:03;;DESKTOP;296;17870;1779;suplemento
3285;147,76;aprovado;PAC;0;Boleto;05/03/2021 08:01;;DESKTOP;72;13086;1518;vestuario
3306;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 08:41;;DESKTOP;72;13107;1518;vestuario
3346;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;13140;1518;vestuario
3386;251,19;aprovado;SEDEX;0;CreditCard;01/03/2021 08:47;;DESKTOP;72;13180;1518;vestuario
9857;79,9;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:46;;DESKTOP;296;17872;1779;suplemento
3397;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 08:48;;DESKTOP;72;13190;1518;vestuario
3439;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;13219;1518;vestuario
11196;79,9;aprovado;CHINAPOST;0;Boleto;04/03/2021 08:06;;DESKTOP;296;18791;1779;suplemento
15382;79,9;aprovado;CHINAPOST;0;Boleto;02/03/2021 08:50;;DESKTOP;296;22160;1779;suplemento
3490;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 08:54;;DESKTOP;72;13255;1518;vestuario
3497;251,2;aprovado;SEDEX;0;Boleto;02/03/2021 08:41;;DESKTOP;72;13259;1518;vestuario
15776;79,9;aprovado;CHINAPOST;0;Boleto;05/03/2021 08:03;;DESKTOP;296;22477;1779;suplemento
3516;251,2;pendente;JADLOG;0;Boleto;;;DESKTOP;72;13275;1518;vestuario
3516;251,2;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;13275;1518;vestuario
15995;79,9;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:49;;DESKTOP;296;22655;1779;suplemento
3632;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 09:03;;DESKTOP;72;13371;1518;vestuario
1424;49,9;aprovado;CHINAPOST;0;CreditCard;01/03/2021 01:05;;DESKTOP;296;11562;1781;eletronico
3712;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;13432;1518;vestuario
2487;84,67;aprovado;CHINAPOST;0;CreditCard;01/03/2021 07:29;;DESKTOP;296;12460;1781;eletronico
3733;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;13447;1518;vestuario
3737;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;13447;1518;vestuario
3746;147,76;pendente;PAC;0;Boleto;;;DESKTOP;72;10317;1518;vestuario
3760;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;13467;1518;vestuario
3994;147,76;aprovado;PAC;0;CreditCard;01/03/2021 09:25;;DESKTOP;72;13651;1518;vestuario
4073;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 09:29;;DESKTOP;72;13703;1518;vestuario
4147;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;13757;1518;vestuario
4154;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 09:33;;DESKTOP;72;13762;1518;vestuario
4209;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 09:36;;DESKTOP;72;13798;1518;vestuario
4232;398,95;aprovado;PAC;0;CreditCard;01/03/2021 09:38;;DESKTOP;72;13814;1518;vestuario
4302;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 09:41;;DESKTOP;72;13865;1518;vestuario
4361;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 09:44;;DESKTOP;72;13907;1518;vestuario
4366;147,76;pendente;SEDEX;0;Boleto;;;DESKTOP;72;13140;1518;vestuario
4399;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 09:46;;DESKTOP;72;13923;1518;vestuario
2695;48,95;aprovado;CHINAPOST;0;CreditCard;01/03/2021 07:52;;DESKTOP;296;12629;1781;eletronico
4417;147,76;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;13936;1518;vestuario
4494;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 09:52;;DESKTOP;72;13994;1518;vestuario
4510;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14005;1518;vestuario
4533;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14005;1518;vestuario
4566;251,2;aprovado;PAC;0;CreditCard;01/03/2021 09:56;;DESKTOP;72;14041;1518;vestuario
3141;87,78;aprovado;CHINAPOST;0;CreditCard;01/03/2021 08:29;;DESKTOP;296;12974;1781;eletronico
4577;147,76;aprovado;PAC;0;Boleto;02/03/2021 08:42;;DESKTOP;72;14005;1518;vestuario
4656;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;12997;1518;vestuario
4685;147,76;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;14120;1518;vestuario
4788;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:08;;DESKTOP;72;14191;1518;vestuario
4809;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:09;;DESKTOP;72;14201;1518;vestuario
4836;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:11;;DESKTOP;72;14222;1518;vestuario
4896;251,19;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14265;1518;vestuario
4896;251,19;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14265;1518;vestuario
4898;147,76;aprovado;SEDEX;0;CreditCard;01/03/2021 10:14;;DESKTOP;72;14267;1518;vestuario
4974;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:18;;DESKTOP;72;14313;1518;vestuario
4978;251,19;aprovado;PAC;0;CreditCard;01/03/2021 10:18;;DESKTOP;72;14265;1518;vestuario
6342;139,8;aprovado;CHINAPOST;0;CreditCard;01/03/2021 11:32;;DESKTOP;296;15297;1781;eletronico
5044;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:21;;DESKTOP;72;14361;1518;vestuario
8120;137,16;aprovado;CHINAPOST;0;CreditCard;01/03/2021 13:18;;DESKTOP;296;16605;1781;eletronico
5093;147,76;pendente;PAC;0;Boleto;;;DESKTOP;72;14392;1518;vestuario
5119;147,76;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;14410;1518;vestuario
8849;89,9;aprovado;CHINAPOST;0;Boleto;03/03/2021 07:46;;DESKTOP;296;17140;1781;eletronico
13697;88,62;aprovado;CHINAPOST;0;CreditCard;01/03/2021 19:13;;DESKTOP;296;20919;1781;eletronico
5296;147,76;aprovado;SEDEX;0;Boleto;02/03/2021 08:43;;DESKTOP;72;14541;1518;vestuario
5317;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;14560;1518;vestuario
5332;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14570;1518;vestuario
5348;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:39;;DESKTOP;72;14582;1518;vestuario
5358;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;14590;1518;vestuario
5381;147,76;aprovado;PAC;0;CreditCard;01/03/2021 10:40;;DESKTOP;72;14607;1518;vestuario
5416;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14570;1518;vestuario
5456;147,76;aprovado;JADLOG;0;Boleto;02/03/2021 08:43;;DESKTOP;72;14666;1518;vestuario
5459;147,76;aprovado;JADLOG;0;CreditCard;01/03/2021 10:44;;DESKTOP;72;14669;1518;vestuario
5473;147,76;aprovado;PAC;0;CreditCard;01/03/2021 10:45;;DESKTOP;72;14679;1518;vestuario
5489;147,77;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;14691;1518;vestuario
5491;147,76;pendente;JADLOG;0;Boleto;;;DESKTOP;72;14692;1518;vestuario
5519;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14717;1518;vestuario
5532;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5541;147,76;aprovado;JADLOG;0;Boleto;02/03/2021 08:43;;DESKTOP;72;14732;1518;vestuario
5553;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5558;147,77;aprovado;PAC;0;CreditCard;01/03/2021 10:48;;DESKTOP;72;14691;1518;vestuario
5559;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5569;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5582;147,76;aprovado;PAC;0;CreditCard;01/03/2021 10:49;;DESKTOP;72;14755;1518;vestuario
5600;147,76;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5602;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5615;147,76;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;14692;1518;vestuario
5618;147,76;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;14775;1518;vestuario
5620;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5624;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;14779;1518;vestuario
5651;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14775;1518;vestuario
5668;147,76;nao_autorizado;CHINAPOST;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5672;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5679;147,77;aprovado;SEDEX;0;CreditCard;01/03/2021 10:54;;DESKTOP;72;14824;1518;vestuario
5697;147,76;pendente;CHINAPOST;0;Boleto;;;DESKTOP;72;14775;1518;vestuario
5702;147,76;nao_autorizado;SEDEX;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5709;147,76;nao_autorizado;JADLOG;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
5720;147,76;nao_autorizado;PAC;0;CreditCard;;;DESKTOP;72;14725;1518;vestuario
